,8.76142,38.9734,38.8997,33.0668,32.9843,33.0547,35.4347
8.75295,,38.9548,39.029,34.9256,36.5579,33.4079,37.0711
34.4447,34.8941,,8.65858,33.255,33.2175,32.9475,33.6976
31.5249,38.9751,8.73664,,34.3122,32.6404,35.553,32.9591
32.9014,33.6442,33.5104,32.6833,,8.61044,31.8487,31.4073
33.6549,33.6358,33.1615,34.2502,8.64715,,34.7779,34.3351
33.1914,35.2886,34.1167,33.6437,33.2505,34.8259,,8.5522
33.3186,33.2023,32.4597,33.7407,34.7874,33.884,8.65276,
