,50.9939,50.6073,52.9648,52.3749,55.2828,55.0413,56.8812,134.812,116.192,100.598,107,103.633,96.9429,100.506,102.741,105.133,104.906,103.275,102.569,106.043,104.028,103.533,108.708,104.853,105.175,101.748,102.773,107.606,103.777,103.425,108.281,116.271,115.765,119.032,115.402,118.981,121.832,115.968,121.089,120.66,114.388,114.34,118.969,115.094,118.207,120.135,117.767,123.778,122.829,125.511,121.656,121.546,122.43,126.089,126.802,121.186,121.186,122.55,123.963,125.468,122.871,125.057,123.801,292.553,290.927,291.713,293.465,291.658,294.735,292.835,293.71,292.715,290.944,291.745,293.937,292.132,294.624,299.196,293.6,298.671,298.982,297.347,298.524,299.639,301.2,298.927,300.05,297.849,298.639,299.032,298.053,298.363,300.732,301.075,302.758,284.6,286.947,284.765,287.764,285.814,289.104,286.766,289.96,284.867,286.887,284.763,287.719,287.189,289.262,286.718,290.165,291.087,292.789,291.353,293.698,294.312,293.168,294.602,296.194,290.582,292.607,293.06,291.979,293.569,293.25,292.884,296.359
22.5268,,23.6764,33.7159,24.2256,24.6378,24.2231,25.9553,122.108,117.076,117.452,118.465,118.46,120.203,123.187,120.827,123.801,124.144,124.097,124.867,125.184,126.272,126.048,127.098,124.141,124.386,124.074,125.299,125.414,126.605,125.589,126.939,115.045,114.476,114.811,115.692,115.804,120.218,115.678,117.421,114.657,114.553,114.418,115.185,115.772,116.899,119.058,117.86,120.828,121.395,121.275,122.128,121.775,122.919,122.701,124.204,122.281,121.252,121.191,122.207,122.454,123.042,124.544,127.256,299.571,299.45,302.331,301.694,302.327,301.221,301.314,302.086,298.538,299.537,299.227,300.164,300.367,302.822,303.641,302.145,304.705,305.552,305.094,306.259,307.724,309.028,307.33,309.794,306.59,305.117,307.176,306.293,306.379,307.638,306.982,308.49,298.801,299.726,299.263,302.73,300.658,302.708,301.533,303.562,301,301.716,301.958,300.491,300.826,303.061,303.176,304.828,308.398,305.965,305.913,306.724,307.085,308.161,307.939,309.02,305.88,305.999,305.84,308.533,307.172,307.974,308.035,311.238
23.1212,31.1129,,23.1184,23.7287,24.59,23.2322,24.8978,117.687,117.845,117.31,118.069,118.297,119.767,121.206,120.664,123.678,124.005,123.999,124.955,124.967,126.168,125.813,126.964,124.17,124.083,124.002,124.957,125.204,126.125,125.621,126.959,117.282,114.552,116.293,115.386,115.557,118.155,119.655,117.409,114.486,117.028,114.148,115.549,115.445,116.628,119.243,117.398,121.111,120.919,120.808,121.935,121.681,124.392,122.434,123.623,121.581,121.184,121.27,121.953,122.091,123.041,122.626,127,298.921,299.062,300.491,302.011,302.35,301.287,301.133,302.514,298.669,301.294,298.904,299.802,300.772,302.947,303.284,304.771,304.426,305.377,305.093,306.065,306.373,308.79,306.988,310.047,306.607,305.358,307.239,305.901,306.261,307.239,307.257,308.345,298.532,299.721,299.411,302.688,300.545,301.503,301.381,303.959,298.679,301.302,299.236,300.471,300.62,303.604,303.547,302.623,305.224,305.933,305.9,306.621,308.218,309.38,309.098,310.564,306.755,305.919,305.805,306.652,306.864,309.897,307.707,308.766
28.6724,28.3001,22.7534,,24.9859,25.802,24.2875,26.2823,105.013,104.779,104.453,105.613,105.638,106.755,106.328,107.41,103.914,102.918,103.042,104.032,104.256,105.398,104.918,106.035,102.78,102.996,106.679,104.414,104.133,105.354,104.722,105.835,123.122,123.475,126.401,124.139,124.32,125.467,127.264,126.013,123.101,123.354,123.092,124.221,124.31,128.773,128.9,126.491,121.741,122.255,121.874,122.778,122.884,123.476,123.16,126.094,121.835,121.957,121.916,122.982,122.841,123.991,123.952,125.494,302.381,301.909,301.713,302.634,302.927,303.915,305.393,305.741,301.225,301.936,301.442,302.732,302.844,305.516,304.051,304.637,307.024,307.766,307.786,309.065,309.057,309.979,309.764,313.064,307.212,308.007,307.898,308.73,308.962,310.127,309.769,310.761,294.845,295.873,295.65,296.574,296.974,298.219,299.519,301.422,295.28,297.068,297.588,296.51,296.672,299.443,299.599,298.706,301.03,302.173,301.831,302.851,302.883,303.905,303.939,304.882,301.194,303.708,303.833,305.521,303.075,303.898,303.613,304.799
21.0921,22.8287,23.9451,23.9191,,25.3071,24.5777,25.9818,104.849,104.842,104.793,105.532,105.682,106.911,106.734,107.621,103.998,103.097,102.91,104.082,104.122,105.42,104.855,106.339,104.279,103.503,102.981,103.885,104.126,105.467,105.1,109.946,123.395,123.22,123.198,124.271,124.465,125.404,125.514,126.233,123.157,123.493,123.231,124.346,124.241,125.338,125.178,126.37,121.763,121.824,121.876,123.18,122.963,124.159,123.348,124.597,121.266,122.269,122.088,122.974,123.244,125.751,123.917,125.175,302.999,301.746,301.736,302.705,303.021,305.442,304.252,306.571,300.798,302.084,301.784,302.968,302.859,305.608,303.837,304.689,307.308,308.051,307.883,311.634,309.117,310.291,309.625,313.746,307.214,308.253,307.959,308.769,308.961,310.216,310.117,310.935,295.278,295.925,295.577,296.592,296.772,299.527,299.777,301.102,295.134,295.945,297.755,299.322,296.796,299.427,299.69,298.688,301.268,302.26,302.03,302.948,302.711,304.164,303.845,304.956,301.509,302.258,302.073,302.963,303.144,304.375,304.246,306.399
25.1645,24.8444,23.436,25.0065,24.7844,,25.3017,26.6286,98.8277,97.8482,98.1332,99.3797,99.3075,100.338,103.657,100.876,104.29,104.742,104.696,105.684,105.825,106.728,106.689,107.683,105.109,104.871,104.755,108.87,105.743,106.953,106.567,107.412,116.787,117.593,117.674,118.815,118.949,119.807,119.491,120.585,117.024,119.169,117.539,118.555,118.515,119.547,119.983,121.103,124.114,123.806,123.564,124.682,124.457,125.318,125.191,126.847,123.379,124.103,123.5,124.836,125.319,125.904,125.497,127.012,294.938,294.29,293.857,296.248,296.964,299.257,296.08,298.442,293.409,294.096,294.369,297.07,295.191,297.678,295.918,296.942,299.857,300.654,300.379,301.662,301.371,302.372,301.994,304.76,299.828,300.36,300.167,301.348,301.536,302.535,302.256,303.347,287.991,288.089,287.995,288.839,289.097,290.188,292.679,291.144,287.265,288.058,289.748,288.995,289.192,290.277,290.059,291.004,293.137,294.704,294.072,295.557,295.424,296.406,296.027,299.748,293.989,294.384,294.467,294.719,295.401,296.28,299.57,297.025
22.885,24.0244,23.3914,25.2499,25.9188,25.8682,,26.718,105.447,108.898,105.429,106.489,106.719,107.512,110.855,110.575,104.07,103.922,103.95,105.023,104.963,106.211,105.935,107.213,104.797,104.186,107.401,104.974,105.215,106.019,105.861,110.781,124.372,125.933,127.059,125.325,125.12,126.168,126.005,126.937,123.69,127.461,123.8,124.852,125.085,126.613,127.649,129.491,122.034,126.307,122.947,123.953,123.703,125.845,124.525,125.437,123.091,122.957,122.838,123.399,123.959,124.963,124.834,125.838,303.864,302.847,302.831,303.773,303.82,306.244,304.57,307.175,301.938,302.778,302.5,303.564,303.624,306.464,304.667,305.654,307.903,308.881,308.496,309.832,310.019,311.046,310.765,314.056,308.047,308.825,308.545,309.594,309.955,310.999,310.862,311.475,298.028,296.699,296.592,297.507,297.676,298.584,298.456,301.148,295.835,299.192,296.666,298.925,297.81,301.372,298.711,299.576,302.17,303.105,302.74,303.717,303.96,304.952,304.666,307.401,302.438,303.384,292.069,287.375,287.367,288.473,305.611,305.044
26.9161,31.6485,23.6922,25.6941,25.6404,26.9422,26.2458,,102.629,99.4077,104.35,101.975,99.8167,100.988,104.527,101.811,105.836,105.667,105.432,106.469,106.667,107.689,107.503,108.616,106.482,105.589,108.583,106.456,106.444,107.713,107.461,110.98,118.876,118.577,121.239,119.649,119.829,120.304,120.112,120.801,118.587,119.61,118.369,119.215,119.351,123.169,120.149,122.565,124.626,128.507,124.719,125.19,125.433,126.343,126.026,127.299,124.827,125.287,123.778,125.854,125.947,126.698,125.969,127.729,296.319,295.4,294.946,297.793,295.981,298.331,296.554,299.613,293.658,294.776,294.708,295.458,295.641,299.311,296.641,297.421,300.147,300.777,300.918,301.839,302.084,303.055,303.063,306.122,300.331,301.016,301.112,301.765,302.856,303.242,303.095,303.907,287.848,288.883,288.643,289.318,289.83,290.786,290.604,293.039,287.957,288.768,290.582,289.548,289.762,291.186,290.54,294.582,293.871,294.836,294.658,295.675,295.966,296.691,296.674,299.175,296.471,294.868,294.772,297.862,295.263,296.737,296.499,297.541
116.548,116.214,119.463,117.189,117.487,121.835,118.462,119.454,,22.5367,21.9033,22.2094,22.5782,23.7837,23.3563,24.2236,128.381,122.715,122.526,123.724,123.806,124.648,124.717,125.753,122.637,122.812,125.961,127.404,123.717,124.719,124.558,125.676,113.276,113.068,113.113,113.936,115.111,115.279,115.113,115.718,113.061,112.903,112.942,114.075,114.366,115.412,117.229,116.248,120.55,119.651,119.609,120.628,120.177,121.293,121.015,122.061,119.616,119.762,119.595,121.022,120.882,122.214,121.428,123.034,298.537,299.435,297.59,298.779,300.14,301.411,299.443,303.593,296.898,297.923,297.689,301.397,299.003,301.399,299.642,300.61,303.495,304.1,303.802,305.016,305.128,306.113,306.187,306.908,303.428,304.165,303.622,305.15,305.219,306.354,305.972,307.09,297.125,298.116,298.143,299.037,299.32,300.248,300.063,301.2,297.478,300.165,300.409,299.278,299.339,302.408,300.081,301.108,303.227,304.216,304.231,305.101,305.001,304.643,288.852,291.361,286.298,297.23,304.137,305.367,305.291,306.354,305.922,307.28
125.821,125.799,125.371,126.304,126.433,130.889,127.18,131.923,21.2781,,22.2791,23.1377,22.6016,24.4524,24.8119,24.5923,123.729,124.326,125.354,128.035,128.308,131.193,130.871,127.171,124.147,123.932,125.054,125.174,125.034,126.219,126.046,127.161,122.571,122.732,122.289,123.284,123.621,124.642,124.282,125.275,121.947,122.667,122.358,123.582,123.692,124.562,124.059,125.449,121.22,120.639,120.411,121.68,121.277,126.126,122.29,123.198,121.673,121.094,120.471,121.783,122.321,123.311,122.578,123.956,310.376,310.569,310.339,311.255,311.277,312.581,311.831,313.093,309.302,310.167,310.072,313.284,311.133,314.473,311.63,312.958,314.986,315.736,315.346,316.235,316.923,317.703,317.384,318.434,314.872,315.489,315.657,316.799,316.563,317.629,317.424,318.391,308.702,309.482,309.337,310.343,310.495,311.574,311.351,315.082,308.282,311.894,311.135,312.059,310.41,313.615,311.234,314.394,315.203,316.03,315.659,317.036,317.26,320.277,318.139,320.348,315.201,316.022,315.893,317.08,317.06,318.142,317.983,319.02
